Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Number of Google Reviews,Normalized Rating,Normalized Fee,Normalized Time,Normalized Reviews,Weekend Availability Score,Significance Score,Type Score,Airport Score,Ranking Score
0,Northern,Delhi,Delhi,India Gate,War Memorial,1921,0.5,4.6,0,Yes,,Historical,Yes,2.6,Evening,260000.0,0.9199999999999999,1.0,0.9285714285714286,0.35135135135135137,1.0,0.3,0.1,0.05,0.8162065637065636
17,Western,Maharastra,Mumbai,Gateway of India,Monument,1924,1.0,4.6,0,Yes,,Historical,Yes,3.6,All,360000.0,0.9199999999999999,1.0,0.8571428571428572,0.4864864864864865,1.0,0.3,0.1,0.05,0.8082915057915058
296,Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,Yes,1.8,All,180000.0,0.9400000000000001,1.0,0.8571428571428572,0.24324324324324326,1.0,0.2,0.4,0.05,0.7989671814671815
220,Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,0,Yes,,Religious,No,0.045,All,4500.0,0.9400000000000001,1.0,0.9285714285714286,0.006081081081081081,1.0,0.2,0.4,0.05,0.7966795366795366
130,Western,Maharastra,Kolhapur,Mahalakshmi Temple,Temple,700,1.0,4.8,0,Yes,,Religious,No,0.9,All,90000.0,0.96,1.0,0.8571428571428572,0.12162162162162163,1.0,0.2,0.4,0.05,0.7918050193050192
43,Eastern,West Bengal,Kolkata,Howrah Bridge,Bridge,1943,0.5,4.6,0,Yes,,Architectural,No,1.2,Anytime,120000.0,0.9199999999999999,1.0,0.9285714285714286,0.16216216216216217,1.0,0.15,0.1,0.05,0.7897876447876447
221,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,0,Yes,,Architectural,No,0.07,All,7000.000000000001,0.9199999999999999,1.0,0.9285714285714286,0.00945945945945946,1.0,0.15,0.4,0.05,0.7895173745173745
182,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.9,All,90000.0,0.9400000000000001,1.0,0.8571428571428572,0.12162162162162163,1.0,0.2,0.4,0.05,0.7868050193050193
45,Eastern,West Bengal,Kolkata,Dakshineswar Kali Temple,Temple,1855,1.0,4.7,0,Yes,,Religious,Yes,0.82,Morning,82000.0,0.9400000000000001,1.0,0.8571428571428572,0.11081081081081082,1.0,0.2,0.4,0.05,0.7857239382239383
31,Southern,Karnataka,Bangalore,ISKCON Temple Bangalore,Temple,1997,1.0,4.6,0,Yes,,Religious,Yes,1.14,Evening,113999.99999999999,0.9199999999999999,1.0,0.8571428571428572,0.15405405405405403,1.0,0.2,0.4,0.05,0.7850482625482624
186,Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,1.0,4.8,0,Yes,,Religious,No,0.37,All,37000.0,0.96,1.0,0.8571428571428572,0.05,1.0,0.2,0.4,0.05,0.7846428571428571
30,Southern,Karnataka,Bangalore,Vidhana Soudha,Government Building,1956,0.5,4.6,0,Yes,,Architectural,No,0.8,Morning,80000.0,0.9199999999999999,1.0,0.9285714285714286,0.10810810810810811,1.0,0.15,0.1,0.05,0.7843822393822393
291,Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,1.0,4.8,0,No,,Nature,Yes,0.09,Morning,9000.0,0.96,1.0,0.8571428571428572,0.012162162162162163,1.0,0.3,0.4,0.0,0.7833590733590734
306,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,1.5,4.8,0,No,,Religious,No,2.0,All,200000.0,0.96,1.0,0.7857142857142857,0.2702702702702703,1.0,0.2,0.4,0.0,0.7827413127413126
258,Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,198,1.0,4.7,0,Yes,,Religious,No,0.59,All,59000.0,0.9400000000000001,1.0,0.8571428571428572,0.07972972972972973,1.0,0.2,0.4,0.05,0.7826158301158301
32,Southern,Telangana,Hyderabad,Charminar,Landmark,1591,1.0,4.5,25,Yes,Friday,Historical,Yes,2.1,Morning,210000.0,0.9,0.9966666666666667,0.8571428571428572,0.28378378378378377,1.0,0.3,0.1,0.05,0.7825212355212355
119,Southern,Karnataka,Murudeshwar,Murudeshwar Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.49,All,49000.0,0.9400000000000001,1.0,0.8571428571428572,0.06621621621621622,1.0,0.2,0.4,0.05,0.7812644787644788
174,Northern,Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,1.0,4.8,0,No,,Religious,No,0.29,All,28999.999999999996,0.96,1.0,0.8571428571428572,0.039189189189189184,1.0,0.2,0.4,0.0,0.7810617760617761
214,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.0,4.8,0,Yes,,Religious,Yes,0.1,Morning,10000.0,0.96,1.0,0.8571428571428572,0.013513513513513514,1.0,0.2,0.4,0.05,0.7809942084942084
99,Southern,Kerala,Thiruvananthapuram,Padmanabhaswamy Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.46,All,46000.0,0.9400000000000001,1.0,0.8571428571428572,0.062162162162162166,1.0,0.2,0.4,0.05,0.7808590733590735
248,Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.44,All,44000.0,0.9400000000000001,1.0,0.8571428571428572,0.05945945945945946,1.0,0.2,0.4,0.05,0.7805888030888032
193,Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,1.0,4.8,0,Yes,,Religious,No,0.045,All,4500.0,0.96,1.0,0.8571428571428572,0.006081081081081081,1.0,0.2,0.4,0.05,0.7802509652509652
38,Southern,Telangana,Hyderabad,Birla Mandir,Temple,1976,1.0,4.7,0,Yes,,Religious,No,0.41,All,41000.0,0.9400000000000001,1.0,0.8571428571428572,0.05540540540540541,1.0,0.2,0.4,0.05,0.7801833976833977
21,Western,Maharastra,Mumbai,Mahalaxmi Temple,Temple,1831,1.0,4.7,0,Yes,,Religious,No,0.33,All,33000.0,0.9400000000000001,1.0,0.8571428571428572,0.0445945945945946,1.0,0.2,0.4,0.05,0.7791023166023167
305,Northern,Delhi,New Delhi,Gurudwara Bangla Sahib,Gurudwara,Unknown,1.0,4.8,0,Yes,,Religious,Yes,1.05,All,105000.0,0.96,1.0,0.8571428571428572,0.14189189189189189,1.0,0.2,0.1,0.05,0.7788320463320463
250,Southern,Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,Temple,14th century,1.0,4.7,0,No,,Religious,No,0.49,All,49000.0,0.9400000000000001,1.0,0.8571428571428572,0.06621621621621622,1.0,0.2,0.4,0.0,0.7787644787644789
241,Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1.0,4.7,0,Yes,,Religious,No,0.3,All,30000.0,0.9400000000000001,1.0,0.8571428571428572,0.04054054054054054,1.0,0.2,0.4,0.05,0.7786969111969112
247,Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,1.0,4.7,0,Yes,,Religious,No,0.28,All,28000.000000000004,0.9400000000000001,1.0,0.8571428571428572,0.03783783783783784,1.0,0.2,0.4,0.05,0.7784266409266409
276,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1.0,4.7,0,No,,Historical,Yes,0.065,All,6500.0,0.9400000000000001,1.0,0.8571428571428572,0.008783783783783784,1.0,0.3,0.4,0.0,0.7780212355212356
178,Northern,Uttarakhand,Uttarkashi,Gangotri Temple,Temple,1751,1.0,4.8,0,No,,Religious,No,0.05,All,5000.0,0.96,1.0,0.8571428571428572,0.006756756756756757,1.0,0.2,0.4,0.0,0.7778185328185329
184,Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.13,All,13000.0,0.9400000000000001,1.0,0.8571428571428572,0.01756756756756757,1.0,0.2,0.4,0.05,0.776399613899614
271,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1.0,4.7,0,Yes,,Religious,No,0.075,All,7500.0,0.9400000000000001,1.0,0.8571428571428572,0.010135135135135136,1.0,0.2,0.4,0.05,0.7756563706563707
254,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.041,All,4100.0,0.9400000000000001,1.0,0.8571428571428572,0.00554054054054054,1.0,0.2,0.4,0.05,0.7751969111969113
244,Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,1.0,4.6,40,Yes,,Historical,No,0.09,All,9000.0,0.9199999999999999,0.9946666666666667,0.8571428571428572,0.012162162162162163,1.0,0.3,0.4,0.05,0.7750590733590733
140,Central,Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,1.5,4.8,0,Yes,,Religious,No,1.2,All,120000.0,0.96,1.0,0.7857142857142857,0.16216216216216217,1.0,0.2,0.4,0.05,0.7744305019305019
227,Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1.0,4.6,0,Yes,,Religious,No,0.35,All,35000.0,0.9199999999999999,1.0,0.8571428571428572,0.0472972972972973,1.0,0.2,0.4,0.05,0.7743725868725868
279,North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1.0,4.5,0,No,,Religious,Yes,0.9,All,90000.0,0.9,1.0,0.8571428571428572,0.12162162162162163,1.0,0.2,0.4,0.0,0.7743050193050194
93,Northern,Punjab,Amritsar,Jallianwala Bagh,Memorial,1951,1.0,4.8,0,Yes,,Historical,Yes,0.3,Afternoon,30000.0,0.96,1.0,0.8571428571428572,0.04054054054054054,1.0,0.3,0.1,0.05,0.7736969111969111
128,Western,Maharastra,Ratnagiri,Ganapatipule Temple,Temple,1600,1.0,4.7,0,No,,Religious,No,0.1,All,10000.0,0.9400000000000001,1.0,0.8571428571428572,0.013513513513513514,1.0,0.2,0.4,0.0,0.7734942084942086
122,Southern,Karnataka,Halebidu,Halebidu Hoysaleswara Temple,Temple,1121,1.0,4.7,15,No,,Religious,No,0.11,All,11000.0,0.9400000000000001,0.998,0.8571428571428572,0.014864864864864866,1.0,0.2,0.4,0.0,0.7733293436293437
6,Northern,Delhi,Delhi,Lotus Temple,Temple,1986,1.0,4.5,0,Yes,Monday,Religious,Yes,0.59,Evening,59000.0,0.9,1.0,0.8571428571428572,0.07972972972972973,1.0,0.2,0.4,0.05,0.7726158301158301
14,Northern,Delhi,Delhi,Qutub Minar,Monument,1192,1.0,4.5,35,Yes,,Historical,Yes,1.37,Afternoon,137000.0,0.9,0.9953333333333333,0.8571428571428572,0.18513513513513513,1.0,0.3,0.1,0.05,0.7724563706563706
246,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,1.0,4.6,0,Yes,,Religious,No,0.16,All,16000.0,0.9199999999999999,1.0,0.8571428571428572,0.021621621621621623,1.0,0.2,0.4,0.05,0.7718050193050192
297,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,1.0,4.6,0,Yes,,Religious,Yes,0.13,All,13000.0,0.9199999999999999,1.0,0.8571428571428572,0.01756756756756757,1.0,0.2,0.4,0.05,0.7713996138996139
91,Northern,Rajasthan,Udaipur,Lake Pichola,Lake,1362,1.0,4.6,0,Yes,,Nature,Yes,0.5,All,50000.0,0.9199999999999999,1.0,0.8571428571428572,0.06756756756756757,1.0,0.3,0.2,0.05,0.7713996138996139
212,Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1.0,4.8,0,Yes,,Historical,Yes,0.03,Morning,3000.0,0.96,1.0,0.8571428571428572,0.004054054054054054,1.0,0.3,0.1,0.05,0.7700482625482625
232,Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1.0,4.6,0,Yes,,Religious,No,0.01,All,1000.0,0.9199999999999999,1.0,0.8571428571428572,0.0013513513513513514,1.0,0.2,0.4,0.05,0.7697779922779923
163,Northern,Himachal Pradesh,Manikaran,Manikaran Sahib,Gurudwara,1980,1.0,4.6,0,No,,Religious,Yes,1.3,Morning,130000.0,0.9199999999999999,1.0,0.8571428571428572,0.17567567567567569,1.0,0.2,0.1,0.0,0.7697104247104247
92,Northern,Punjab,Amritsar,Golden Temple (Harmandir Sahib),Religious Site,1604,1.5,4.9,0,Yes,,Spiritual,Yes,1.9,All,190000.0,0.9800000000000001,1.0,0.7857142857142857,0.25675675675675674,1.0,0.1,0.1,0.05,0.7688899613899614
226,Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,40,Yes,,Historical,Yes,0.83,All,83000.0,0.9400000000000001,0.9946666666666667,0.7857142857142857,0.11216216216216217,1.0,0.3,0.4,0.05,0.768630501930502
287,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1.0,4.5,0,Yes,,Recreational,Yes,0.09,Morning,9000.0,0.9,1.0,0.8571428571428572,0.012162162162162163,1.0,0.25,0.4,0.05,0.7683590733590734
87,Northern,Rajasthan,Mount Abu,Dilwara Temples,Temple,1100,1.0,4.6,0,No,,Religious,No,0.05,All,5000.0,0.9199999999999999,1.0,0.8571428571428572,0.006756756756756757,1.0,0.2,0.4,0.0,0.7678185328185329
292,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,1.0,4.5,0,No,,Nature,Yes,0.04,Morning,4000.0,0.9,1.0,0.8571428571428572,0.005405405405405406,1.0,0.3,0.4,0.0,0.7676833976833978
29,Southern,Karnataka,Bangalore,Cubbon Park,Park,1870,1.0,4.4,0,Yes,,Nature,Yes,1.32,Morning,132000.0,0.8800000000000001,1.0,0.8571428571428572,0.1783783783783784,1.0,0.3,0.1,0.05,0.767480694980695
207,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1.0,4.8,0,No,,Historical,Yes,0.012,All,1200.0,0.96,1.0,0.8571428571428572,0.0016216216216216215,1.0,0.3,0.1,0.0,0.7673050193050193
203,Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1.0,4.8,0,No,,Historical,Yes,0.011,All,1100.0,0.96,1.0,0.8571428571428572,0.0014864864864864865,1.0,0.3,0.1,0.0,0.7672915057915057
46,Eastern,West Bengal,Kolkata,Kalighat Kali Temple,Temple,1809,1.0,4.4,0,Yes,,Religious,Yes,0.5,Morning,50000.0,0.8800000000000001,1.0,0.8571428571428572,0.06756756756756757,1.0,0.2,0.4,0.05,0.766399613899614
229,Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,1.0,4.5,0,Yes,,Historical,Yes,0.13,All,13000.0,0.9,1.0,0.8571428571428572,0.01756756756756757,1.0,0.3,0.3,0.05,0.766399613899614
239,Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1.0,4.6,20,Yes,,Historical,No,0.47,Morning,47000.0,0.9199999999999999,0.9973333333333333,0.8571428571428572,0.06351351351351352,1.0,0.3,0.1,0.05,0.7655942084942085
260,Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,22,1.0,4.6,40,Yes,,Historical,Yes,0.49,All,49000.0,0.9199999999999999,0.9946666666666667,0.8571428571428572,0.06621621621621622,1.0,0.3,0.1,0.05,0.7654644787644787
185,Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,1.0,4.8,0,Yes,,Religious,No,0.025,All,2500.0,0.96,1.0,0.8571428571428572,0.0033783783783783786,1.0,0.2,0.1,0.05,0.7649806949806949
211,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0,Yes,,Religious,Yes,0.49,Evening,49000.0,0.96,1.0,0.7857142857142857,0.06621621621621622,1.0,0.2,0.4,0.05,0.7648359073359072
289,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1.0,4.5,200,Yes,,Recreational,Yes,0.015,Morning,1500.0,0.9,0.9733333333333334,0.8571428571428572,0.002027027027027027,1.0,0.25,0.4,0.05,0.7633455598455599
300,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,1.0,4.7,0,Yes,,Religious,Yes,0.25,All,25000.0,0.9400000000000001,1.0,0.8571428571428572,0.033783783783783786,1.0,0.2,0.1,0.05,0.7630212355212356
243,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,0,Yes,,Religious,No,0.35,All,35000.0,0.96,1.0,0.7857142857142857,0.0472972972972973,1.0,0.2,0.4,0.05,0.7629440154440154
53,Southern,Goa,Goa,Basilica of Bom Jesus,Church,1605,1.0,4.5,0,Yes,,Historical,Yes,0.59,Afternoon,59000.0,0.9,1.0,0.8571428571428572,0.07972972972972973,1.0,0.3,0.1,0.05,0.7626158301158301
150,Northern,Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,1.0,4.7,0,Yes,,Recreational,Yes,0.03,Morning,3000.0,0.9400000000000001,1.0,0.8571428571428572,0.004054054054054054,1.0,0.25,0.1,0.05,0.7625482625482626
126,Western,Maharastra,Shirdi,Sai Baba Temple,Temple,1922,1.5,4.7,0,Yes,,Religious,No,0.69,All,69000.0,0.9400000000000001,1.0,0.7857142857142857,0.09324324324324325,1.0,0.2,0.4,0.05,0.76253861003861
270,Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1.0,4.8,50,Yes,,Cultural,Yes,0.1,All,10000.0,0.96,0.9933333333333333,0.8571428571428572,0.013513513513513514,1.0,0.15,0.1,0.05,0.7624942084942083
154,Northern,Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,1.0,4.8,0,No,,Religious,Yes,0.025,Morning,2500.0,0.96,1.0,0.8571428571428572,0.0033783783783783786,1.0,0.2,0.1,0.0,0.7624806949806949
295,Western,Daman and Diu,Diu,Diu Fort,Fort,1535,1.5,4.6,0,No,,Historical,Yes,1.2,Afternoon,120000.0,0.9199999999999999,1.0,0.7857142857142857,0.16216216216216217,1.0,0.3,0.3,0.0,0.7619305019305019
313,Northern,Delhi,New Delhi,Jama Masjid,Mosque,1656,1.0,4.5,0,Yes,,Historical,Yes,0.49,All,49000.0,0.9,1.0,0.8571428571428572,0.06621621621621622,1.0,0.3,0.1,0.05,0.7612644787644788
257,Southern,Andhra Pradesh,Puttaparthi,Prasanthi Nilayam,Spiritual Center,1950,1.0,4.7,0,Yes,,Religious,Yes,0.12,All,12000.0,0.9400000000000001,1.0,0.8571428571428572,0.016216216216216217,1.0,0.2,0.1,0.05,0.7612644787644788
107,Southern,Kerala,Kannur,St. Angelo Fort,Fort,1505,1.0,4.4,20,Yes,,Historical,Yes,0.11,All,11000.0,0.8800000000000001,0.9973333333333333,0.8571428571428572,0.014864864864864866,1.0,0.3,0.3,0.05,0.7607293436293436
262,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,1.0,4.6,0,Yes,,Historical,Yes,0.059,All,5900.0,0.9199999999999999,1.0,0.8571428571428572,0.007972972972972973,1.0,0.3,0.1,0.05,0.7604401544401543
189,Central,Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,-500,1.0,4.6,5,Yes,,Historical,Yes,0.065,All,6500.0,0.9199999999999999,0.9993333333333333,0.8571428571428572,0.008783783783783784,1.0,0.3,0.1,0.05,0.7604212355212354
294,Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,1.0,4.5,0,No,,Nature,Yes,0.6,Afternoon,60000.0,0.9,1.0,0.8571428571428572,0.08108108108108109,1.0,0.3,0.1,0.0,0.7602509652509654
84,Northern,Rajasthan,Ajmer,Ajmer Sharif Dargah,Shrine,1236,1.0,4.6,0,Yes,,Religious,No,0.35,All,35000.0,0.9199999999999999,1.0,0.8571428571428572,0.0472972972972973,1.0,0.2,0.1,0.05,0.7593725868725868
79,Northern,Rajasthan,Jaipur,Hawa Mahal,Palace,1799,1.0,4.4,50,Yes,,Architectural,Yes,1.3,Morning,130000.0,0.8800000000000001,0.9933333333333333,0.8571428571428572,0.17567567567567569,1.0,0.15,0.1,0.05,0.7587104247104247
75,Western,Gujarat,Ahmedabad,Sabarmati Riverfront,Urban Development Project,2012,1.0,4.6,0,Yes,,Recreational,Yes,0.1,Evening,10000.0,0.9199999999999999,1.0,0.8571428571428572,0.013513513513513514,1.0,0.25,0.1,0.05,0.7584942084942083
